state,county,year,population
Illinois,Clinton County,2013,"37,731"
Illinois,Coles County,2013,"53,053"
Illinois,Cook County,2013,"5,252,875"
Illinois,Crawford County,2013,"19,435"
Illinois,Cumberland County,2013,"10,904"
Illinois,DeKalb County,2013,"104,202"
Illinois,De Witt County,2013,"16,373"
Illinois,Douglas County,2013,"19,861"
Illinois,DuPage County,2013,"932,231"
Illinois,Edgar County,2013,"17,941"
Illinois,Edwards County,2013,"6,687"
Illinois,Effingham County,2013,"34,217"
Illinois,Fayette County,2013,"22,195"
Illinois,Ford County,2013,"13,672"
Illinois,Franklin County,2013,"39,555"
Illinois,Fulton County,2013,"36,323"
Illinois,Gallatin County,2013,"5,386"
